pais,codigo,indicador,codigo_indicador,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Perú,PER,"Población de 30 a 34 años, varones (% de la población masculina)",SP.POP.3034.MA.5Y,7.40413485,7.426490515,7.466898911,7.518737334,7.562787155,7.578347578,7.805616443,7.989692092,8.144279196,
Perú,PER,"Población de 30 a 34 años, mujeres (% de la población femenina)",SP.POP.3034.FE.5Y,7.568830395,7.555865783,7.546167486,7.52873511,7.493674208,7.441365125,7.544063647,7.641694382,7.73753285,
Perú,PER,"Población de 25 a 29 años, varones (% de la población masculina)",SP.POP.2529.MA.5Y,8.306324371,8.346456272,8.365743604,8.349757271,8.303106679,8.245621512,8.452107662,8.592135336,8.629751626,
Perú,PER,"Población de 25 a 29 años, mujeres (% de la población femenina)",SP.POP.2529.FE.5Y,8.22150615,8.165222761,8.114237328,8.066324827,8.018307704,7.971305909,8.105302538,8.226665279,8.330670215,
Perú,PER,"Población de 20 a 24 años, varones (% de la población masculina)",SP.POP.2024.MA.5Y,9.497965959,9.468464077,9.457409385,9.445973204,9.390737917,9.266927745,9.090953493,8.757097735,8.320566274,
Perú,PER,"Población de 20 a 24 años, mujeres (% de la población femenina)",SP.POP.2024.FE.5Y,8.840809134,8.767884332,8.721587734,8.68995349,8.648746528,8.579499985,8.631179403,8.64175477,8.621187109,
Perú,PER,Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,63.68921602,63.90564099,64.16508296,64.40671516,64.55617894,64.59269737,65.34223337,65.82670092,66.12100436,
Perú,PER,"Población entre 15 y 64 años de edad, total",SP.POP.1564.TO,18487498,18701550,18933055,19176447,19425186,19681869,20207760,20698743,21151617,
Perú,PER,"Población entre 15 y 64 años de edad, hombres (% del total)",SP.POP.1564.MA.ZS,63.51117968,63.74876154,63.99133251,64.19462383,64.303379,64.307839,65.22704558,65.83787942,66.22679875,
Perú,PER,"Población entre 15 y 64 años de edad, hombres",SP.POP.1564.MA.IN,9192542,9296233,9400519,9506370,9615369,9731939,10016043,10279435,10521175,
Perú,PER,"Población entre 15 y 64 años de edad, mujeres (% del total)",SP.POP.1564.FE.ZS,63.86626953,64.06134273,64.337237,64.6165507,64.80595464,64.87376522,65.45590585,65.81565309,66.01651601,
Perú,PER,"Población entre 15 y 64 años de edad, mujeres",SP.POP.1564.FE.IN,9294955,9405299,9532518,9670072,9809824,9949930,10191729,10419304,10630424,
Perú,PER,"Población de 15 a 19 años, varones (% de la población masculina)",SP.POP.1519.MA.5Y,10.53208261,10.28244742,9.992306489,9.686778083,9.407042187,9.183905893,8.790230521,8.368690577,7.945136359,
Perú,PER,"Población de 15 a 19 años, mujeres (% de la población femenina)",SP.POP.1519.FE.5Y,9.406366634,9.292830138,9.177458248,9.045041214,8.890402302,8.725059453,8.651114697,8.462733096,8.172795854,
Perú,PER,"Población de 10 a 14 años, varones (% de la población masculina)",SP.POP.1014.MA.5Y,10.15548057,9.889486161,9.700937394,9.575667497,9.495946603,9.455240127,9.105417214,8.800900261,8.554247681,
Perú,PER,"Población de 10 a 14 años, mujeres (% de la población femenina)",SP.POP.1014.FE.5Y,9.65092164,9.440919196,9.249135153,9.081779496,8.952263009,8.876245699,8.706880855,8.568664202,8.481992871,
Perú,PER,"Población de 5 a 9 años, varones (% de la población masculina)",SP.POP.0509.MA.5Y,10.07832789,9.991340369,9.970046906,9.990809438,10.01043393,9.980172949,9.616258134,9.199926601,8.746548267,
Perú,PER,"Población de 5 a 9 años, mujeres (% de la población femenina)",SP.POP.0509.FE.5Y,9.607613307,9.488154851,9.451052098,9.474701369,9.506736832,9.481505765,9.261562422,8.951930144,8.565165372,
Perú,PER,Población entre 0 y 14 años de edad (% del total),SP.POP.0014.TO.ZS,30.09512922,29.69601068,29.23645908,28.77502432,28.38398505,28.08169964,27.10003016,26.36249663,25.79060285,
Perú,PER,"Población entre 0 y 14 años de edad, total",SP.POP.0014.TO,8735916,8690335,8626740,8567472,8540843,8556700,8380964,8289502,8250222,
Perú,PER,"Población entre 0 y 14 años de edad, hombres (% del total)",SP.POP.0014.MA.ZS,30.77659309,30.35860252,29.91982057,29.50083296,29.15363317,28.88517524,27.72731828,26.85368938,26.17367091,
Perú,PER,"Población entre 0 y 14 años de edad, hombres",SP.POP.0014.MA.IN,4454572,4427077,4395312,4368681,4359381,4371298,4257712,4192735,4158102,
Perú,PER,"Población entre 0 y 14 años de edad, mujeres (% del total)",SP.POP.0014.FE.ZS,29.41740706,29.03841011,28.55934551,28.05686829,27.62348788,27.2889153,26.48091648,25.87756689,25.4123693,
Perú,PER,"Población entre 0 y 14 años de edad, mujeres",SP.POP.0014.FE.IN,4281344,4263335,4231492,4198799,4181430,4185402,4123177,4096689,4092071,
Perú,PER,"Población de 0 a 4 años, varones (% de la población masculina)",SP.POP.0004.MA.5Y,10.54278464,10.47777599,10.24883627,9.934356023,9.647252637,9.449762165,9.005642935,8.85286252,8.87287496,
Perú,PER,"Población de 0 a 4 años, mujeres (% de la población femenina)",SP.POP.0004.FE.5Y,10.15887212,10.10933607,9.859158257,9.500387429,9.164488043,8.931163835,8.512473206,8.356972541,8.365211054,
Perú,PER,"Supervivencia hasta los 65 años, varones (% de la cohorte)",SP.DYN.TO65.MA.ZS,75.5955826,75.9846688,76.373755,76.705466,77.037177,77.368888,77.700599,78.03231,78.3653226,
Perú,PER,"Supervivencia hasta los 65 años, mujeres (% de la cohorte)",SP.DYN.TO65.FE.ZS,83.7779726,84.1455578,84.513143,84.8349148,85.1566866,85.4784584,85.8002302,86.122002,86.3436358,
Perú,PER,"Tasa de fertilidad, total (nacimientos por cada mujer)",SP.DYN.TFRT.IN,2.546,2.493,2.441,2.394,2.355,2.323,2.297,2.275,2.254,
Perú,PER,"Esperanza de vida al nacer, varones (años)",SP.DYN.LE00.MA.IN,71.968,72.226,72.474,72.713,72.944,73.169,73.39,73.612,73.834,
Perú,PER,"Esperanza de vida al nacer, total (años)",SP.DYN.LE00.IN,74.41,74.697,74.981,75.258,75.529,75.792,76.044,76.286,76.516,
Perú,PER,"Esperanza de vida al nacer, mujeres (años)",SP.DYN.LE00.FE.IN,76.888,77.207,77.527,77.846,78.161,78.468,78.759,79.031,79.28,
Perú,PER," Tasa de mortalidad, bebés (por cada 1.000 nacidos vivos)",SP.DYN.IMRT.IN,15.6,14.9,14.3,13.7,13.1,12.5,12,11.5,11.1,
Perú,PER,Prevalencia de uso de métodos anticonceptivos (% de mujeres entre 15 y 49 años),SP.DYN.CONU.ZS,74.4,75.4,75.5,74,74.6,74.6,76.2,75.4,,
Perú,PER,"Prevalencia de anticonceptivos, métodos modernos (% de mujeres de 15 a 49 años)",SP.DYN.CONM.ZS,50.5,51.1,51.8,51.3,52.2,53.3,54.3,54.5,,
Perú,PER,Tasa de mortalidad en un año (por cada 1.000 personas),SP.DYN.CDRT.IN,5.299,5.299,5.302,5.309,5.324,5.348,5.386,5.438,5.503,
Perú,PER,"Tasa de natalidad, nacidos vivos en un año (por cada 1.000 personas)",SP.DYN.CBRT.IN,20.621,20.109,19.617,19.185,18.827,18.544,18.323,18.134,17.949,
Perú,PER,"Tasa de mortalidad, adultos, varones (por cada 1.000 varones adultos)",SP.DYN.AMRT.MA,162.861,160.768,158.675,156.916,155.156,153.397,151.637,149.878,146.37,
Perú,PER,"Tasa de mortalidad, adultos, mujeres (por cada 1.000 mujeres adultas)",SP.DYN.AMRT.FE,101.675,100.277,98.878,97.5,96.121,94.743,93.364,91.986,84.815,
Perú,PER,Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad),SP.ADO.TFRT,66.0112,64.1646,62.318,61.2308,60.1436,59.0564,57.9692,56.882,55.9518,
Perú,PER,Consumo de sal iodada (% de hogares),SN.ITK.SALT.ZS,90.1,92,92.3,91.5,90.2,88.2,87.1,88.2,88.7,
Perú,PER,Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,11.2,10.1,9.4,9.2,9.2,9.5,9.7,9.7,,
Perú,PER,Población de refugiados por país o territorio de origen,SM.POP.REFG.OR,5834,5491,5212,4768,4343,3599,2609,2578,2592,
Perú,PER,Población de refugiados por país o territorio de asilo,SM.POP.REFG,1146,1144,1122,1162,1303,1488,1649,1758,2529,
Perú,PER,"Desempleo, total (% de la población activa total) (estimación modelado OIT)",SL.UEM.TOTL.ZS,3.477999926,3.441999912,3.108999968,3.236999989,2.961999893,3,3.535000086,3.460000038,3.390000105,3.309999943
Perú,PER,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,3.478399992,3.442500114,3.109499931,3.236900091,2.962500095,3.000200033,3.53489995,3.459899902,6.431900024,
Perú,PER,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,3.197999954,3.292999983,2.779000044,2.979000092,2.868999958,3.032000065,3.503000021,3.424999952,3.328000069,3.226000071
Perú,PER,"Desempleo, varones (% de participación masculina en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.MA.NE.ZS,3.193399906,3.290100098,2.773999929,2.975500107,2.866499901,3.032900095,3.502599955,3.423799992,5.548900127,
Perú,PER,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.803999901,3.618000031,3.496999979,3.539000034,3.072999954,2.961999893,3.572000027,3.500999928,3.461999893,3.40899992
Perú,PER,"Desempleo, mujeres (% de participación femenina en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.FE.NE.ZS,3.798099995,3.615200043,3.490099907,3.535200119,3.070800066,2.962899923,3.571500063,3.500299931,7.461200237,
Perú,PER,"Proporción de jóvenes sin educación, empleo ni capacitación, total (% de la población total de jóvenes)",SL.UEM.NEET.ZS,15.43610001,16.11899948,15.43350029,16.56480026,16.79030037,18.45219994,16.86899948,17.67720032,,
Perú,PER,"Proporción de jóvenes sin educación, empleo ni capacitación, varones (% de la población de varones jóvenes)",SL.UEM.NEET.MA.ZS,12.20880032,12.4368,11.93369961,13.57820034,13.42409992,15.5138998,13.81449986,14.68130016,,
Perú,PER,"Proporción de jóvenes sin educación, empleo ni capacitación, mujeres (% de la población de mujeres jóvenes)",SL.UEM.NEET.FE.ZS,18.75189972,19.94890022,19.08849907,19.68120003,20.32850075,21.5114994,20.02300072,20.77169991,,
Perú,PER,Personas desempleadas con educación intermedia (% del desempleo total),SL.UEM.INTM.ZS,4.965300083,4.754899979,4.331200123,4.693900108,4.365300179,4.08739996,4.764900208,4.679599762,8.007399559,
Perú,PER,"Personas desempleadas con educación intermedia, varones",SL.UEM.INTM.MA.ZS,4.179900169,4.000299931,3.293800116,4.024799824,3.996000051,3.714099884,4.246099949,4.250299931,6.915200233,
Perú,PER,"Personas desempleadas con educación intermedia, mujeres",SL.UEM.INTM.FE.ZS,6.096600056,5.865600109,5.835999966,5.673999786,4.914800167,4.645500183,5.545000076,5.28219986,9.438099861,
Perú,PER,Personas desempleadas con educación básica (% del desempleo total),SL.UEM.BASC.ZS,3.159499884,3.290400028,2.984100103,2.512799978,2.597700119,2.543600082,3.362099886,3.066200018,4.716300011,
Perú,PER,"Personas desempleadas con educación básica, varones",SL.UEM.BASC.MA.ZS,3.188199997,3.566299915,2.626399994,2.23119998,2.472100019,2.832799911,3.297100067,3.232800007,3.632600069,
Perú,PER,"Personas desempleadas con educación básica, mujeres",SL.UEM.BASC.FE.ZS,3.123399973,2.934499979,3.442600012,2.865499973,2.755599976,2.179100037,3.441999912,2.860399961,5.897299767,
Perú,PER,Personas desempleadas con educación avanzada (% del desempleo total),SL.UEM.ADVN.ZS,4.070199966,3.563199997,3.230799913,3.422699928,3.065999985,3.669800043,3.940500021,3.945300102,4.808199883,
Perú,PER,"Personas desempleadas con educación avanzada, varones",SL.UEM.ADVN.MA.ZS,2.975899935,2.809999943,3.1723001,2.821399927,2.411799908,3.44720006,3.770900011,3.535200119,3.947599888,
Perú,PER,"Personas desempleadas con educación avanzada, mujeres",SL.UEM.ADVN.FE.ZS,5.29610014,4.358699799,3.293400049,4.080999851,3.749000072,3.903199911,4.11920023,4.390200138,5.714700222,
Perú,PER,"Desempleo, total de jóvenes (% de la población activa total entre 15 y 24 años de edad) (estimación modelado OIT)",SL.UEM.1524.ZS,7.330999851,7.59100008,7.252999783,6.665999889,7.580999851,6.751999855,8.710000038,8.602000237,8.557999611,8.366000175
Perú,PER,"Desempleo, total de jóvenes (% del total de participación en la fuerza laboral de 15 a 24 años) (estimación nacional)",SL.UEM.1524.NE.ZS,7.456799984,7.684299946,7.346700191,6.76210022,7.707699776,6.875800133,8.793499947,8.653400421,14.65979958,
Perú,PER,"Desempleo, varones jóvenes (% de la población activa masculina entre 15 y 24 años de edad) (estimación modelado OIT)",SL.UEM.1524.MA.ZS,7.296999931,7.663000107,6.34100008,6.624000072,7.40899992,7.096000195,8.675999641,8.737999916,8.727999687,7.25
Perú,PER,"Desempleo, varones jóvenes (% de participación en la fuerza laboral de varones de 15 a 24 años) (estimación nacional)",SL.UEM.1524.MA.NE.ZS,7.467400074,7.78579998,6.407899857,6.731100082,7.497700214,7.213300228,8.695799828,8.66230011,14.2737999,
Perú,PER,"Desempleo, mujeres jóvenes (% de la población activa femenina entre 15 y 24 años de edad) (estimación modelado OIT)",SL.UEM.1524.FE.ZS,7.375,7.497000217,8.394000053,6.717000008,7.794000149,6.328000069,8.751000404,8.449000359,8.376000404,9.522000313
Perú,PER,"Desempleo, mujeres jóvenes (% de participación en la fuerza laboral de mujeres de 15 a 24 años) (estimación nacional)",SL.UEM.1524.FE.NE.ZS,7.444300175,7.560200214,8.486300468,6.799300194,7.964900017,6.464600086,8.90929985,8.642999649,15.04870033,
Perú,PER,"Población activa, total",SL.TLF.TOTL.IN,16008776,16126917,16335923,16464314,16558647,16583446,16965614,17810899,18346713,18864820
Perú,PER,"Población activa, mujeres (% de la población activa total)",SL.TLF.TOTL.FE.ZS,46.24232359,46.05439465,46.04520357,46.08902624,45.97641945,45.63489398,45.84784848,45.7636473,45.80492974,45.74176165
Perú,PER,"Empleo de tiempo parcial, total (% del total de empleo)",SL.TLF.PART.ZS,37.06999969,36.70999908,36.15000153,35.68000031,35.79999924,34.16999817,35.41999817,35.29000092,23.95000076,
Perú,PER,"Empleo de tiempo parcial, hombres (% del total de hombres empleados)",SL.TLF.PART.MA.ZS,28.88999939,28.06999969,27.70000076,27.11000061,27.11000061,25.54000092,26.28000069,26.64999962,17.12999916,
Perú,PER,"Empleo de tiempo parcial, mujeres (% del total de mujeres empleadas)",SL.TLF.PART.FE.ZS,46.29999924,46.54999924,45.81000137,45.52999878,45.63000107,43.99000168,45.77999878,44.95999908,32.06000137,
Perú,PER,Fuerza laboral con educación intermedia (% del total),SL.TLF.INTM.ZS,76.38279724,75.51519775,74.78369904,74.90380096,73.19560242,72.40820313,73.77210236,74.21829987,71.02210236,
Perú,PER,"Fuerza laboral con educación intermedia, varones (% de la fuerza laboral masculina)",SL.TLF.INTM.MA.ZS,84.34179688,83.51940155,83.54779816,82.72109985,81.72200012,81.52590179,82.81400299,82.4272995,80.34549713,
Perú,PER,"Fuerza laboral con educación intermedia, mujeres (% de la fuerza laboral femenina)",SL.TLF.INTM.FE.ZS,67.24199677,66.18019867,64.90789795,65.79509735,63.36000061,62.03469849,63.36830139,65.1140976,61.65140152,
Perú,PER,"Tasa de población activa, total (% de la población total mayor de 15 años) (estimación modelado OIT)",SL.TLF.CACT.ZS,78.89299774,78.38500214,78.23699951,77.63800049,76.83999634,75.67500305,75.2519989,76.92099762,77.28500366,77.63300323
Perú,PER,"Tasa de participación en la fuerza laboral, total (% de la población total mayor de 15 años) (estimación nacional)",SL.TLF.CACT.NE.ZS,77.81680298,76.97429657,76.74420166,76.10050201,75.41670227,74.52539825,74.09819794,75.51629639,70.02940369,
Perú,PER,"Tasa de población activa, varones (% de la población masculina mayor de 15 años) (estimación modelado OIT)",SL.TLF.CACT.MA.ZS,85.89399719,85.66400146,85.61299896,85.02100372,84.44200134,83.77300262,82.78299713,84.58399963,84.77700043,85.14299774
Perú,PER,"Tasa de participación en la fuerza laboral, varones (% de la población masculina mayor de 15 años) (estimación nacional)",SL.TLF.CACT.MA.NE.ZS,85.08679962,84.37879944,84.28330231,83.62779999,83.0381012,82.72530365,81.6332016,82.9375,78.47180176,
Perú,PER,Proporcin de tasas de participacin laboral femenina y masculina (%) (estimación modelado OIT),SL.TLF.CACT.FM.ZS,83.89992875,83.21932229,83.0037463,82.8971669,82.29198421,81.00581086,82.08206915,82.12191228,82.53300001,82.54466027
Perú,PER,Proporción de participación en la fuerza laboral de mujeres y varones (%) (estimación nacional),SL.TLF.CACT.FM.NE.ZS,83.45759698,82.97024928,82.66500748,82.5226801,82.29956532,80.93955983,82.17403889,82.76738826,79.29816627,
Perú,PER,"Tasa de población activa, mujeres (% de la población femenina mayor de 15 años) (estimación modelado OIT)",SL.TLF.CACT.FE.ZS,72.06500244,71.28900146,71.06199646,70.48000336,69.48899841,67.86100006,67.94999695,69.46199799,69.96900177,70.28099823
Perú,PER,"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina mayor de 15 años) (estimación nacional)",SL.TLF.CACT.FE.NE.ZS,71.01139832,70.00930023,69.67279816,69.01190186,68.33999634,66.95749664,67.08129883,68.64520264,62.22669983,
Perú,PER,Fuerza laboral con educación básica (% del total),SL.TLF.BASC.ZS,75.67140198,74.58950043,74.32099915,73.55079651,73.10769653,72.29329681,73.11849976,73.07689667,53.15409851,
Perú,PER,"Fuerza laboral con educación básica, varones (% de la fuerza laboral masculina)",SL.TLF.BASC.MA.ZS,83.61139679,83.05319977,81.66560364,81.63539886,81.27030182,80.82620239,80.76760101,80.125,59.59389877,
Perú,PER,"Fuerza laboral con educación básica, mujeres (% de la fuerza laboral femenina)",SL.TLF.BASC.FE.ZS,67.61440277,65.9253006,66.63970184,65.43520355,64.91290283,63.80279922,65.48439789,65.91790009,47.55339813,
Perú,PER,Fuerza laboral con educación avanzada (% del total),SL.TLF.ADVN.ZS,85.4332962,85.4693985,86.24810028,85.06469727,84.8184967,84.00289917,85.06950378,84.21800232,84.25160217,
Perú,PER,"Fuerza laboral con educación avanzada, varones (% de la fuerza laboral masculina)",SL.TLF.ADVN.MA.ZS,90.46199799,90.40029907,91.77819824,90.45020294,90.19509888,90.34169769,90.81349945,90.06199646,90.45480347,
Perú,PER,"Fuerza laboral con educación avanzada, mujeres (% de la fuerza laboral femenina)",SL.TLF.ADVN.FE.ZS,80.42469788,80.81410217,81.01709747,79.85980225,79.84889984,78.24569702,79.7507019,78.67949677,78.5759964,
Perú,PER,"Tasa de participación en la fuerza laboral, total (% del total de la población entre 15-64 años) (estimación modelado OIT)",SL.TLF.ACTI.ZS,81.53900146,81.20200348,81.02600098,80.64499664,79.79499817,78.52400208,78.2519989,80.10099792,80.61599731,81.08999634
Perú,PER,"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-64 años) (estimación modelado OIT)",SL.TLF.ACTI.MA.ZS,88.07700348,88.03299713,87.95200348,87.60600281,87.08300018,86.23000336,85.29599762,87.39299774,87.69200134,88.18699646
Perú,PER,"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-64 años) (estimación modelado OIT)",SL.TLF.ACTI.FE.ZS,75.0739975,74.4509964,74.19599915,73.8030014,72.65200043,70.98699951,71.32800293,72.90599823,73.61199951,74.05000305
Perú,PER,Tasa de participación en la fuerza laboral de personas entre 15 y 24 años; total (%) (estimación modelado OIT),SL.TLF.ACTI.1524.ZS,68.82700348,67.34300232,67.09899902,65.80799866,64.15200043,60.38000107,59.67300034,61.41600037,61.47600174,61.63399887
Perú,PER,"Tasa de participación en la fuerza laboral, de 15 a 24 años, total (%) (estimación nacional)",SL.TLF.ACTI.1524.NE.ZS,68.1427002,66.57009888,66.28610229,64.79579926,63.38499832,59.67020035,59.10070038,60.83050156,54.02569962,
Perú,PER,"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-24 años) (estimación modelado OIT)",SL.TLF.ACTI.1524.MA.ZS,73.31999969,72.51599884,71.93199921,70.1740036,69.07900238,65.08399963,63.90999985,65.75499725,65.17700195,65.19400024
Perú,PER,"Tasa de participación en la fuerza laboral, de 15 a 24 años, varones (%) (estimación nacional)",SL.TLF.ACTI.1524.MA.NE.ZS,72.86229706,71.80419922,71.14459991,69.2358017,68.10420227,64.24749756,63.07580185,64.79129791,55.71789932,
Perú,PER,"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-24 años) (estimación modelado OIT)",SL.TLF.ACTI.1524.FE.ZS,63.92200089,61.72299957,61.89300156,61.14699936,58.93500137,55.43099976,55.35100174,57.13100052,57.93999863,58.3370018
Perú,PER,"Tasa de participación en la fuerza laboral, de 15 a 24 años, mujeres (%) (estimación nacional)",SL.TLF.ACTI.1524.FE.NE.ZS,63.29370117,61.12590027,61.21210098,60.16289902,58.42459869,54.90439987,54.99620056,56.73910141,52.42139816,
Perú,PER,Empleos en servicios (% del total de empleos),SL.SRV.EMPL.ZS,55.41500092,55.24100113,55.52999878,55.56399918,55.60100174,55.16699982,55.40499878,56.65299988,57.09999847,57.26800156
Perú,PER,"Empleados de servicios, varones (% de empleo masculino)",SL.SRV.EMPL.MA.ZS,48.6629982,48.17200089,48.4109993,48.5379982,48.47100067,47.81999969,48.52899933,49.57799911,50.07899857,50.25799942
Perú,PER,"Empleados de servicios, mujeres (% del empleo femenino)",SL.SRV.EMPL.FE.ZS,63.31399918,63.54999924,63.93399811,63.82899857,63.99499893,63.91400146,63.53300095,65.04499817,65.41999817,65.59999847
Perú,PER,Empleo informal (% del total del empleo no agrícola),SL.ISV.IFRM.ZS,69.93000031,68.45999908,62.04999924,61.11999893,59.63000107,60.11000061,58.38000107,59.00999832,,
Perú,PER,"Empleo informal, varones (% del total del empleo no agrícola)",SL.ISV.IFRM.MA.ZS,62.38999939,62.09999847,55.06000137,54.18000031,53.13000107,53.97999954,52.06000137,52.43999863,,
Perú,PER,"Empleo informal, mujeres (% del total del empleo no agrícola)",SL.ISV.IFRM.FE.ZS,78.22000122,75.41000366,69.79000092,68.88999939,66.76000214,66.90000153,65.36000061,66.08000183,,
Perú,PER,Empleos en la industria (% del total de empleos),SL.IND.EMPL.ZS,16.85499954,16.48200035,17.03199959,17.02199936,16.36599922,16.56999969,16.21999931,15.65400028,15.46800041,15.34500027
Perú,PER,"Empleados en la industria, varones (% del empleo masculino)",SL.IND.EMPL.MA.ZS,22.65500069,22.1760006,23.05900002,23.14999962,22.48900032,22.91900063,22.25499916,21.35899925,21.18700027,21.05200005
Perú,PER,"Empleados en la industria, mujeres (% del empleo femenino)",SL.IND.EMPL.FE.ZS,10.06999969,9.789999962,9.918000221,9.81400013,9.156999588,9.012999535,9.086999893,8.887000084,8.69299984,8.56400013
Perú,PER,PIB por cada persona empleada (a $ de PPA constantes de 2011),SL.GDP.PCAP.EM.KD,18910.61013,19952.61687,20834.74079,21910.84591,22242.12594,22939.75343,23438.76597,22871.18507,23069.36395,
Perú,PER,"Trabajadores familiares que contribuyen, total (% del empleo total)",SL.FAM.WORK.ZS,16.49500084,16.49399948,15.55500031,15.29599953,15.39299965,14.78600025,14.59000015,13.99100018,13.59599972,13.20800018
Perú,PER,"Trabajadores familiares que contribuyen, varones (% del empleo masculino)",SL.FAM.WORK.MA.ZS,8.984000206,9.295000076,8.293999672,8.128000259,8.505999565,7.632999897,7.303999901,7.178999901,6.914999962,6.721000195
Perú,PER,"Trabajadores familiares que contribuyen, mujeres (% del empleo femenino)",SL.FAM.WORK.FE.ZS,25.28000069,24.95499992,24.12700081,23.72999954,23.50300026,23.30200005,23.20199966,22.06900024,21.51199913,20.91699982
Perú,PER,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,43.15499878,43.30899811,44.54199982,45.36899948,45.01800156,45.87099838,45.30599976,44.90399933,45.27999878,45.6230011
Perú,PER,"Trabajadores asalariados (empleados), varones (% del empleo masculino)",SL.EMP.WORK.MA.ZS,48.78099823,48.13999939,49.66600037,51.06800079,50.31000137,50.92900085,50.14599991,49.5320015,49.89300156,50.13299942
Perú,PER,"Trabajadores asalariados (empleados), mujeres (% del empleo femenino)",SL.EMP.WORK.FE.ZS,36.57400131,37.63000107,38.49300003,38.66500092,38.78699875,39.84899902,39.58499908,39.41600037,39.81299973,40.26300049
Perú,PER,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,51.16900063,51.51300049,50.14799881,49.87999916,50.64100075,50.06400013,50.48799896,51.21700191,50.79899883,50.41799927
Perú,PER,"Empleo vulnerable, varones (% del empleo masculino)",SL.EMP.VULN.MA.ZS,43.41499996,44.61499977,43.06400013,42.58799934,43.83199978,43.63999987,44.10499859,45.30499935,44.90000057,44.61999846
Perú,PER,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,60.23800087,59.61900139,58.51099968,58.45999908,58.65899849,57.71199989,58.03300095,58.22800064,57.78899956,57.30899811
Perú,PER,"Relación entre empleo y población, mayores de 15 años, total (%) (estimación modelado OIT)",SL.EMP.TOTL.SP.ZS,76.14900208,75.68599701,75.80400085,75.125,74.56300354,73.40499878,72.59200287,74.25900269,74.66500092,75.06300354
Perú,PER,"Relación entre empleo y población, mayores de 15 años, total (%) (estimación nacional)",SL.EMP.TOTL.SP.NE.ZS,75.11000061,74.32450104,74.35790253,73.6371994,73.18250275,72.28949738,71.47889709,72.90350342,65.52519989,
Perú,PER,"Relación entre empleo y población, mayores de 15 años, hombres (%) (estimación modelado OIT)",SL.EMP.TOTL.SP.MA.ZS,83.14700317,82.84400177,83.23400116,82.48799896,82.01899719,81.23300171,79.88300323,81.68699646,81.95500183,82.39499664
Perú,PER,"Relación entre empleo y población, mayores de 15 años, varones (%) (estimación nacional)",SL.EMP.TOTL.SP.MA.NE.ZS,82.36959839,81.60269928,81.94529724,81.13939667,80.65779877,80.21640015,78.77390289,80.09790039,74.11750031,
Perú,PER,"Relación entre empleo y población, mayores de 15 años, mujeres (%) (estimación modelado OIT)",SL.EMP.TOTL.SP.FE.ZS,69.3239975,68.70999908,68.57700348,67.98500061,67.35399628,65.85099792,65.52300262,67.02999878,67.54699707,67.88500214
Perú,PER,"Relación entre empleo y población, mayores de 15 años, mujeres (%) (estimación nacional)",SL.EMP.TOTL.SP.FE.NE.ZS,68.31430054,67.478302,67.24120331,66.57219696,66.24140167,64.97360229,64.6855011,66.24240112,57.58380127,
Perú,PER,"Independientes, total (% del empleo total)",SL.EMP.SELF.ZS,56.84500122,56.69100189,55.45800018,54.63100052,54.98199844,54.12900162,54.69400024,55.09600067,54.72000122,54.3769989
Perú,PER,"Independientes, varones (% del empleo masculino)",SL.EMP.SELF.MA.ZS,51.21900177,51.86000061,50.33399963,48.93199921,49.68999863,49.07099915,49.85400009,50.4679985,50.10699844,49.86700058
Perú,PER,"Independientes, mujeres (% del empleo femenino)",SL.EMP.SELF.FE.ZS,63.42599869,62.36999893,61.50699997,61.33499908,61.21300125,60.15100098,60.41500092,60.58399963,60.18700027,59.73699951
Perú,PER,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,5.676000118,5.178999901,5.309999943,4.750999928,4.340000153,4.065000057,4.205999851,3.878999949,3.921000004,3.959000111
Perú,PER,"Empleadores, varones (% del empleo masculino)",SL.EMP.MPYR.MA.ZS,7.803999901,7.243999958,7.269000053,6.34499979,5.857999802,5.431000233,5.749000072,5.163000107,5.206999779,5.247000217
Perú,PER,"Empleadores, mujeres (% del empleo femenino)",SL.EMP.MPYR.FE.ZS,3.187000036,2.750999928,2.996000051,2.875,2.553999901,2.440000057,2.381999969,2.355000019,2.398000002,2.428999901
